,breedCnt,careAddr,careNm,careTel,closeDay,dataStdDt,divisionNm,dsignationDate,feedCnt,jibunAddr,lat,lng,medicalCnt,orgNm,quarabtineCnt,rnum,saveTrgtAnimal,specsPersonCnt,transCarCnt,vetPersonCnt,weekCellEtime,weekCellStime,weekOprEtime,weekOprStime,weekendCellEtime,weekendCellStime,weekendOprEtime,weekendOprStime
207,,서울특별시 용산구 한남동 653-26,펫토이동물병원,02-795-2184,,2021-06-11,동물병원,,, 653-26,,,,서울특별시 용산구,,1,,,,,,,,,,,,
208,,"경기도 성남시 분당구 불정로 266 (수내동, 유신제일조합) ",펫토피아동물병원,031-714-8392,공휴일,2020-07-10,동물병원,2017-01-01,, ,37.367095691,127.127681498,,경기도 성남시,,1,개+고양이+유기유실동물,6,,1,:,:,18:00,10:00,:,:,:,:
209,,강원도 평창군 진부면 청송로 61 ,평창군유기동물보호소,010-3397-9150,,2013-07-15,개인,,, ,,,,강원도 평창군,,1,,,,,,,,,,,,
210,,경기도 평택시 진위면 야막길 108-86 (진위면) ,평택시유기동물보호소,031-8024-3849,,2021-01-19,법인,,, ,37.1306303346,127.0554225287,,경기도 평택시,,1,,,,,,,,,,,,
211,,충청북도 증평군 증평읍 증안길 83-11  ,피학대동물임시보호소,010-2061-9119,,2021-04-30,단체,,,충청북도 증평군 증평읍 초중리 177 ,,,,충청북도 증평군,,1,,,,,,,,,,,,
212,1,경기도 하남시 신평로 37 (덕풍동) 하남동물병원,하남동물병원,031-793-7802,일요일,2019-12-20,동물병원,2019-11-01,1, 하남동물병원,37.537155986,127.204047798,1,경기도 하남시,1,1,개+고양이+햄스터,1,1,1,18:00,11:00,18:00,09:00,18:00,11:00,18:00,09:00
213,1,경상남도 하동군 적량면 한옥정길 90 (적량면) 유기동물보호소,하동군유기동물보호소,055-880-2439,일요일+공휴일,2020-06-29,법인,2009-09-01,1,경상남도 하동군 적량면 동산리 1830 유기동물보호소,35.07884862,127.769121348,1,경상남도 하동군,1,1,개+고양이+기타,2,1,1,17:00,09:00,18:00,09:00,17:00,09:00,18:00,09:00
214,8,부산광역시 강서구 제도로 726 (강동동) ,하얀비둘기,051-293-9779,연중무휴,2020-06-17,법인,2019-01-01,1,부산광역시 강서구 강동동 3223-26 ,35.177499068,128.917023278,1,부산광역시 영도구,2,1,개+고양이+기타동물,1,4,1,15:00,10:00,17:00,10:00,13:00,11:00,17:00,10:00
215,0,경상남도 의령군 의령읍 남강로 485-75  ,하영효,055-570-4202,일요일,2021-02-01,개인,2019-10-01,0,경상남도 의령군 의령읍 만천리 232 ,35.328164046,128.250490253,0,경상남도 의령군,0,1,개,1,1,0,17:00,13:00,18:00,09:00,:,:,18:00,09:00
216,,전라남도 함평군 학교면 송산길 84 (학교면) 월산리 806-1 ,학교동물임시보호센터,010-5649-3435,토요일+일요일,2021-03-12,개인,2019-01-01,, 월산리 806-1 ,35.045491004,126.538990071,,전라남도 함평군,,1,개+기타,1,,0,:,:,18:00,09:00,:,:,:,:
217,,경기도 양주시 남면 감악산로 63-37 ,한국동물구조관리협회,031-867-9119,,2020-08-14,법인,,, ,,,,서울특별시 영등포구,,1,,,,,,,,,,,,
218,6,경기도 양주시 남면 감악산로 63-37  (사)한국동물구조관리협회,한국동물구조관리협회,031-867-9119,일요일+공휴일,2020-11-30,법인,2020-01-01,1,경기도 양주시 남면 상수리 410-1 (사)한국동물구조관리협회,37.8701158122,126.9835430508,1,서울특별시 강동구,1,1,개+고양이+기타,8,,1,18:00,09:00,18:00,09:00,16:00,09:00,16:00,09:00
219,6,경기도 양주시 남면 감악산로 63-37 (남면) ,한국동물구조관리협회,031-867-9119,일요일+공휴일,2020-08-14,법인,2020-03-01,1, ,37.8701158122,126.9835430508,1,서울특별시 서초구,1,1,개+고양이+기타,8,,1,18:00,09:00,18:00,09:00,16:00,09:00,16:00,09:00
220,6,경기도 양주시 남면 상수리 410-1,한국동물구조관리협회,031-867-9119,일요일+공휴일,2020-08-14,법인,2020-02-29,1, 410-1,37.8701158122,126.9835430508,1,서울특별시 구로구,1,1,개+고양이+기타,8,,1,18:00,09:00,18:00,09:00,16:00,09:00,16:00,09:00
221,6,경기도 양주시 남면 감악산로 63-37 (남면) ,한국동물구조관리협회,031-867-9119,일요일+공휴일,2020-08-14,법인,2020-01-01,1, ,37.869894005,126.98311544,1,서울특별시 서대문구,1,1,개+고양이+기타,8,7,1,:,:,23:00,09:00,:,:,:,:
222,6,경기도 양주시 남면 감악산로 63-37 (남면) ,한국동물구조관리협회,031-868-2851,일요일+공휴일,2020-08-14,법인,2020-01-01,1, ,37.869894005,126.98311544,1,서울특별시 노원구,1,1,개+고양이+기타,8,,1,18:00,09:00,18:00,09:00,16:00,09:00,16:00,09:00
223,6,경기도 양주시 남면 감악산로 63-37 (남면) ,한국동물구조관리협회,031-867-9119,일요일+공휴일,2020-08-14,법인,2020-03-01,1, ,37.869894005,126.98311544,1,서울특별시 강북구,1,1,개+고양이+기타,8,,1,18:00,09:00,18:00,09:00,16:00,09:00,16:00,09:00
224,6,경기도 양주시 남면 감악산로 63-37 (남면) 한국동물구조관리협회,한국동물구조관리협회,031-867-9119,일요일+공휴일,2017-11-01,법인,2017-10-23,1, ,37.870483656,126.983640464,1,경기도 포천시,1,1,개+고양이+기타,8,8,1,16:00,09:00,18:00,09:00,:,:,16:00,09:00
225,6,경기도 양주시 남면 감악산로 63-37 (남면) ,한국동물구조관리협회,031-867-9119,공휴일,2020-08-14,법인,2020-02-29,1,경기도 양주시 남면 상수리 410-1 ,37.869894005,126.98311544,1,서울특별시 성북구,1,1,개등유기유실동물,9,5,1,16:00,09:00,18:00,09:00,16:00,09:00,18:00,09:00
226,,경기도 양주시 남면 감악산로 63-37 (남면) ,한국동물구조관리협회,031-867-9119,토요일+일요일+공휴일,2020-06-08,법인,2020-03-01,, ,37.870483656,126.983640464,,경기도 양주시,,1,개+고양이+기타,8,,1,:,:,18:00,09:00,:,:,:,:
227,6,경기도 양주시 남면 감악산로 63-37 ,한국동물구조관리협회,031-867-9119,일요일,2020-08-14,법인,2020-01-01,1, ,37.869894005,126.98311544,1,서울특별시 중랑구,1,1,개+고양이+기타,8,6,1,18:00,09:00,24:00,09:00,18:00,09:00,24:00,09:00
228,6,경기도 양주시 남면 감악산로 63-37 (남면) ,한국동물구조관리협회,031-867-9119,일요일+공휴일,2020-08-14,법인,2020-01-01,1, ,37.870483656,126.983640464,1,서울특별시 중구,1,1,개+반려묘+다친새끼고양이,8,,1,18:00,09:00,18:00,09:00,16:00,09:00,16:00,09:00
229,6,경기도 양주시 남면 감악산로 63-37 (남면) ,한국동물구조관리협회,031-867-9119,일요일+공휴일,2020-08-14,단체,2020-02-27,1,경기도 양주시 남면 상수리 410-1 ,37.870483656,126.983640464,1,서울특별시 종로구,1,1,개+고양이+기타,8,,1,18:00,09:00,18:00,09:00,16:00,09:00,16:00,09:00
230,6,경기도 양주시 남면 감악산로 63-37 ,한국동물구조관리협회,031-867-9119,일요일+공휴일,2020-08-14,법인,2020-03-01,1, ,37.869894005,126.98311544,1,서울특별시 동대문구,1,1,개+고양이+기타,8,,1,18:00,09:00,18:00,09:00,16:00,09:00,16:00,09:00
231,6,경기도 양주시 남면 상수리 410-1,한국동물구조관리협회,031-867-9119,일요일+공휴일,2020-08-14,법인,2020-01-01,1, 상수리 410-1,37.874444736,126.981671632,1,서울특별시 도봉구,1,1,개+고양이+기타,8,,1,18:00,09:00,18:00,09:00,16:00,09:00,16:00,09:00
232,6,경기도 양주시 남면 상수리 410-1,한국동물구조관리협회,031-867-9119,공휴일+일요일,2020-08-14,법인,2020-03-01,1, 410-1,37.8701158122,126.9835430508,1,서울특별시 은평구,1,1,개+고양이+기타,8,,1,18:00,09:00,18:00,09:00,16:00,09:00,16:00,09:00
233,6,경기도 양주시 남면 감악산로 63-37 (남면) 한국동물구조관리협회,한국동물구조관리협회,031-867-9119,일요일+공휴일,2020-08-14,법인,2020-03-01,1,경기도 양주시 남면 상수리 410-1 한국동물구조관리협회,37.869894005,126.98311544,1,서울특별시 강서구,1,1,개+고양이+기타,8,,1,18:00,09:00,18:00,09:00,16:00,09:00,16:00,09:00
234,6,경기도 양주시 남면 감악산로 63-37 (남면) ,한국동물구조관리협회,031-867-9119,일요일+공휴일,2020-08-14,법인,2014-01-01,1, ,37.870666189,126.983355051,1,서울특별시 금천구,1,1,개+고양이+기타,10,,1,18:00,09:00,18:00,09:00,16:00,09:00,16:00,09:00
235,6,경기도 양주시 남면 감악산로 63-37 (남면) 한국동물구조관리협회,한국동물구조관리협회,031-867-9119,일요일+공휴일,2020-08-14,법인,2019-03-01,1,경기도 양주시 남면 상수리 410-1 한국동물구조관리협회,37.8701158122,126.9835430508,1,서울특별시 강남구,1,1,개+고양이+기타,8,,1,18:00,09:00,18:00,09:00,16:00,09:00,16:00,09:00
236,,경기도 양주시 남면 감악산로 63-37 (남면) ,한국동물구조관리협회,031-867-9119,공휴일+일요일,2019-12-23,법인,2019-12-16,,경기도 양주시 남면 상수리 410-1 ,37.870198,126.983347,,서울특별시 성동구,,1,개+고양이+기타,8,,1,17:00,09:00,18:00,09:00,16:00,09:00,17:00,09:00
237,,경기도 양주시 남면 감악산로 63-37 (남면) ,한국동물구조관리협회,031-867-9119,0,2019-12-24,법인,2014-03-01,,경기도 양주시 남면 상수리 410-1 ,37.869894005,126.98311544,,서울특별시 광진구,,1,개+고양이+기타,8,,1,:,:,23:00,09:00,:,:,17:00,09:00
238,,경기도 안산시 상록구 청곡길 50 (부곡동) (사)한국야생동물보호협회,한국야생동물보호협회,031-296-0124,,2021-01-04,법인,,,경기도 안산시 상록구 부곡동 231-5 (사)한국야생동물보호협회,,,,경기도 과천시,,1,,,,,,,,,,,,
239,5,경기도 안산시 상록구 청곡길 50 (부곡동) 한국야생동물보호협회,한국야생동물보호협회,031-296-0124,일요일+공휴일,2021-04-08,법인,2019-01-07,1, 한국야생동물보호협회,37.340107739,126.869974021,1,경기도 광명시,2,1,개+고양이+기타,6,2,1,17:00,10:00,18:00,09:00,15:00,10:00,17:00,09:00
240,,경기도 안산시 상록구 청곡길 50 (부곡동) ,한국야생동물보호협회,031-296-0124,,,단체,,,경기도 안산시 상록구 부곡동 231-5 ,,,,경기도 군포시,,1,,,,,,,,,,,,
241,,경기도 안산시 상록구 청곡길 50 (부곡동) ,한국야생동물보호협회,031-296-0124,,2021-01-12,법인,,,경기도 안산시 상록구 부곡동 231-5 ,,,,경기도 의왕시,,1,,,,,,,,,,,,
242,,서울특별시 용산구 한남동 642-4,한남동물병원,02-793-9230,,2021-06-11,동물병원,,, 642-4,,,,서울특별시 용산구,,1,,,,,,,,,,,,
243,,서울특별시 성동구 금호산길 63-1 (금호동2가) ,한빛동물병원,02-2233-1848,,2020-10-05,동물병원,,,서울특별시 성동구 금호동2가 433 ,,,,서울특별시 성동구,,1,,,,,,,,,,,,
244,16,"경상남도 함양군 함양읍 함양남서로 996-76 (함양읍, 농업기술센터) ",함양군위탁보호소,055-960-8143,토요일+일요일,2020-12-31,단체,2018-01-01,0, ,35.507592843,127.741370753,0,경상남도 함양군,16,1,개,1,1,1,18:00,09:00,18:00,09:00,12:00,09:00,18:00,09:00
245,,대구광역시 수성구 수성동2가 명덕로 421 (수성동2가) 허동물병원,허동물병원,053-752-7535,일요일,2020-12-18,동물병원,2018-01-30,, 허동물병원,35.854639935,128.616327564,,대구광역시 수성구,,1,개+고양이+기타,3,,1,:,:,19:00,09:00,:,:,:,:
246,,서울특별시 마포구 독막로 45 (합정동) ,홍익동물병원,02-325-2026,일요일+공휴일,2020-06-03,동물병원,2020-01-01,,서울특별시 마포구 합정동 411-18 ,37.548099112,126.918393548,,서울특별시 마포구,,1,개+고양이+토끼+기니피그+페럿+햄스터,1,1,1,18:00,10:30,19:00,09:30,17:00,10:30,18:00,09:30
247,6,"강원도 홍천군 화촌면 둔덕이길 68 (화촌면, 홍천군유기동물보호센터) ",홍천군유기동물보호소,033-434-9435,토요일+일요일,2019-12-23,법인,2013-12-21,1, ,37.755090937,127.947470346,0,강원도 홍천군,1,1,개+고양이,3,1,0,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00
248,,전라남도 화순군 한천면 덕음로 115 (한천면) ,화순군유기동물보호소,010-4345-5580,,2020-06-09,개인,,, ,,,,전라남도 화순군,,1,,,,,,,,,,,,
249,,강원도 화천군 상서면 영서로 6387-9  화천군농업기술센터,화천군농업기술센터,033-440-2941,,2021-04-28,법인,,,강원도 화천군 상서면 신풍리 809 화천군농업기술센터,,,,강원도 화천군,,1,,,,,,,,,,,,
250,,서울특별시 용산구 효창동 70-11,효창동물병원,02-711-4527,,2021-06-11,동물병원,,, 70-11,,,,서울특별시 용산구,,1,,,,,,,,,,,,
