,name,phone,location
2466,수원 오즈동물병원,031-232-2727,경기도 수원시 권선구 권선동
2467,수원24시 바른동물의료센터,031-291-2475,경기도 수원시 권선구 금곡동
2468,수원시동물보호센터 동물병원,031-228-3561,경기도 수원시 영통구 하동
2469,수원종합동물병원,031-214-5527,경기도 수원시 영통구 원천동
2470,수원펫 동물병원,031-234-8275,경기도 수원시 권선구 권선동
2471,수원화성오산축산농협 동물병원,031-8059-3797,경기도 화성시 팔탄면 노하리
2472,수정동물병원,042-825-3399,대전광역시 서구 도안동
2473,수정동물병원,6053-6052,서울특별시 강남구 일원동
2474,수제가축병원,031-861-2328,경기도 동두천시 생연동
2475,수제동물병원,063-537-4089,
2476,수종합24시 동물병원,273-7272,전라북도 전주시 완산구 서신동
2477,수종합동물병원,"582-9335,010-7155-9335",부산광역시 금정구 장전동
2478,수지동물의료원,,경기도 용인시 수지구 상현동
2479,수지성복SL동물병원,031-272-8575,경기도 용인시 수지구 성복동
2480,수지현 동물병원,062-959-5900,광주광역시 남구 주월동
2481,수현동물병원,,경상북도 구미시 산동면 동곡리
2482,수호 동물병원,0319867119,경기도 김포시 북변동
2483,수호동물병원,053-982-0275,대구광역시 동구 봉무동
2484,수호동물병원,033-375-9275,강원도 영월군 영월읍 하송리
2485,수호천사동물병원,031-451-7582,경기도 안양시 동안구 호계동
2486,순동물병원,516-7585,부산광역시 금정구 장전동
2487,순수동물병원,031-262-8700,경기도 용인시 수지구 풍덕천동
2488,순정축협 동물병원,063-533-6831,전라북도 정읍시 북면 한교리
2489,순창 동물병원,,전라북도 순창군 순창읍 남계리
2490,순천만동물병원,061-727-9110,전라남도 순천시 신대리
2491,순풍동물병원,031-239-3303,경기도 수원시 권선구 세류동
2492,순풍동물병원,,대구광역시 북구 태전동
2493,순흥동물병원,061-744-4956,전라남도 순천시 장천동
2494,숲동물병원,051-742-7585,부산광역시 해운대구 우동
2495,숲속동물병원,,충청남도 아산시 배방읍 공수리
2496,숲속동물병원,492-9303,서울특별시 중랑구 면목동
2497,숲속동물병원,032-752-4575,인천광역시 중구 중산동
2498,숲속동물병원,031-317-8275,경기도 시흥시 신천동
2499,숲속동물병원,264-0088,경상남도 창원시 상남동
2500,숲속동물병원,,경기도 용인시 처인구 남사면 아곡리
2501,숲속동물병원,031-8003-5999,경기도 화성시 반송동
2502,슈르+ 동물병원,,경기도 과천시 별양동
2503,슈슈 동물병원,,대전광역시 유성구 상대동
2504,스누피 동물병원,241-7275,전라북도 전주시 덕진구 인후동1가
2505,스누피동물병원,486-8878,대전광역시 서구 둔산동
2506,스누피동물병원,02-867-7776,서울특별시 관악구 신림동
2507,스누피동물병원,971-7511,서울특별시 노원구 공릉동
2508,스누피동물병원,031-397-0071,경기도 군포시 산본동
2509,스마일 동물병원,0313755975,경기도 오산시 수청동
2510,스마일동물병원,042)626-3075,대전광역시 대덕구 중리동
2511,스마일동물병원,,경기도 용인시 처인구 마평동
2512,스마일동물병원,051-531-7588,부산광역시 해운대구 반여동
2513,스마일동물병원,0519017384,부산광역시 강서구 범방동
2514,스마일동물병원,0632731202,전라북도 전주시 덕진구 송천동2가
2515,스마일동물병원,063-466-8886,전라북도 군산시 나운동
2516,스마일동물병원,02-2667-5666,서울특별시 강서구 내발산동
2517,스마일동물병원,"277-0075,010-6321-2869",울산광역시 남구 무거동
2518,스마일동물병원,070-4064-8275,경상남도 김해시 외동
2519,스마일동물병원(출장전문진료병원),,경상남도 김해시 내덕동
2520,스마일동물의료센터,,경상북도 경주시 황성동
2521,스마일양한방동물병원,,경기도 파주시 금촌동
2522,스마일플러스동물병원,976-7582,서울특별시 노원구 공릉동
2523,스마트 동물병원,02-987-7588,서울특별시 강북구 미아동
2524,스마트 정형외과 신경외과 동물병원,,서울특별시 강남구 신사동
2525,스마트동물병원,055-781-2275,경상남도 양산시 물금읍 가촌리
2526,스마트동물병원,261-1891,부산광역시 사하구 다대동
2527,스마트동물병원,554-7582,서울특별시 강남구 대치동
2528,스마트동물병원,02-952-7582,서울특별시 노원구 상계동
2529,스마트동물병원,031-913-8820,경기도 고양시 일산동구 장항동
2530,스마트동물병원,02-2242-0175,서울특별시 동대문구 장안동
2531,스마트동물병원,762-7942,
2532,스마트동물병원 강동암사점,02-442-8875,
2533,스마트동물병원 성북길음점,02-941-5575,서울특별시 성북구 길음동
2534,스마트동물병원(병점점),"031-239
-7582",경기도 화성시 진안동
2535,스마트동물병원군자점,02-464-7582,서울특별시 광진구 중곡동
2536,스마트피그클리닉,,충청남도 천안시 서북구 성환읍 송덕리
2537,스머프동물병원,02-969-7582,서울특별시 은평구 응암동
2538,스머프동물병원,02-969-7582,서울특별시 은평구 응암동
2539,스카이동물병원,896-7590,경기도 용인시 수지구 신봉동
2540,스카이동물병원,051-506-8875,부산광역시 동래구 온천동
2541,스카이동물병원,055-273-0075,경상남도 창원시 성산구 상남동
2542,스칸디동물병원,031-759-7579,경기도 성남시 수정구 창곡동
2543,스킨앤이어동물병원,02-417-3021,서울특별시 송파구 송파동
2544,스타동물병원,,경기도 김포시 장기동
2545,스타동물병원,043-211-9669,충청북도 청주시 청원구 오창읍 양청리
2546,스타동물병원,031-528-8575,경기도 남양주시 별내동
2547,스타동물병원,051-819-7588,부산광역시 부산진구 전포동
2548,스타동물병원,031-294-0082,경기도 수원시 권선구 금곡동
2549,스타동물병원,410-6125,경기도 안산시 단원구 고잔동
2550,스테이동물병원,02-2282-7501,서울특별시 성동구 옥수동
2551,스토리동물병원,503-7501,부산광역시 동래구 사직동
2552,스펀지동물병원,051-746-1075,부산광역시 해운대구 우동
2553,승원 동물병원,,경상남도 통영시 북신동
2554,승재동물병원 약품,,전라북도 임실군 오수면 오수리
2555,시그널동물병원,,서울특별시 영등포구 신길동
2556,시드니동물병원,723-7508,경기도 성남시 수정구 태평동
2557,시드니종합동물병원,032-437-7588,인천광역시 미추홀구 주안동
2558,시마동물병원,908-7585,서울특별시 노원구 상계동
2559,시민동물병원,426-4545,인천광역시 미추홀구 주안동
2560,시민동물병원,456-4466,서울특별시 광진구 자양동
2561,시민동물병원,464-5975,부산광역시 동구 초량동
2562,시민동물병원,055-312-0407,경상남도 김해시 주촌면 천곡리
2563,시민종합동물병원,911-7346,경기도 고양시 일산서구 주엽동
2564,시소동물병원,371-1129,전라남도 화순군 화순읍 훈리
2565,시온동물병원,476-8275,
2566,시온동물병원,2692-9290,서울특별시 강서구 화곡동
2567,시온동물병원,,전라남도 무안군 일로읍 월암리
2568,시종동물병원,061-471-1873,전라남도 영암군 영암읍 동무리
2569,시지동물병원,0537915945,대구광역시 수성구 시지동
2570,시티종합동물병원,031-555-7588,경기도 구리시 교문동
2571,시화종합동물병원,031-507-0082,경기도 시흥시 정왕동
2572,시흥24시센트럴동물의료센터,031-432-2475,경기도 시흥시 정왕동
2573,시흥i동물병원,031-8042-7511,경기도 시흥시 대야동
2574,시흥동물병원,031-313-7780,경기도 시흥시 대야동
2575,신개금동물병원,,부산광역시 부산진구 개금동
2576,신공항동물병원,751-4598,인천광역시 중구 운남동
2577,신광동물병원,751-7070,경상북도 경주시 건천읍 건천리
2578,신길 온동물병원,02-848-7975,서울특별시 영등포구 신길동
2579,신내동물병원,3422-0001,서울특별시 중랑구 중화동
2580,신대동물병원,,전라남도 순천시 신대리
2581,신대방동물메디컬,055-263-2600,경상남도 창원시 성산구 대방동
2582,신도림S동물의료센터,02-6949-3575,서울특별시 구로구 신도림동
2583,신도림동물병원,2636-3992,서울특별시 구로구 신도림동
2584,신도시동물병원,703-6996,부산광역시 해운대구 좌동
2585,신도안동물병원,042-841-7533,충청남도 계룡시 엄사면 엄사리
2586,신동,,충청남도 공주시 신관동
2587,신동물메디컬센터,031-352-6633,경기도 화성시 향남읍 행정리
2588,신동물병원,031-445-7505,경기도 안양시 만안구 안양동
2589,신동물병원,,충청북도 청주시 흥덕구 오송읍 상정리
2590,신라동물병원,743-8888,경상북도 경주시 성건동
2591,신림종합동물병원,02-877-5599,서울특별시 관악구 신림동
2592,신마산동물병원,055-246-9989,경상남도 창원시 마산합포구 월남동4가
2593,신반포종합동물병원,02-537-0075,서울특별시 서초구 반포동
2594,신베트,634-8767,충청남도 홍성군 홍성읍 월산리
2595,신병헌동물병원,304-6455,부산광역시 사상구 덕포동
2596,신사동물병원,02-549-4505,서울특별시 강남구 논현동
2597,신성가축병원,,충청남도 당진군 우강면 송산리
2598,신성가축병원,055-964-0095,경상남도 함양군 함양읍 용평리
2599,신성동물병원,202-8275,부산광역시 사하구 괴정동
2600,신성동물병원,,경기도 포천시 내촌면 내리
2601,신성동물병원,042-863-0700,대전광역시 유성구 신성동
2602,신성동물약품병원,,전라북도 남원시 왕정동
2603,신세계 동물병원,537-7412,서울특별시 서초구 반포동
2604,신세계 동물병원,226-7585,광주광역시 동구 호남동
2605,신세계동물병원,273-9636,경상북도 포항시 남구 해도동
2606,신세계동물병원,751-6693,대구광역시 수성구 수성동1가
2607,신세계동물병원,468-7533,인천광역시 남동구 만수동
2608,신세계동물병원,,경상북도 구미시 송정동
2609,신세계동물병원,054-858-7553,경상북도 안동시 명륜동
2610,신세계동물병원,638-7975,
2611,신세계동물병원,,경상북도 예천군 호명면 오천리
2612,신세계동물의료센터,0326147588,경기도 부천시 심곡본동
2613,신세계동물의료센터,055-367-9123,경상남도 양산시 물금읍 가촌리
2614,신안가축병원,,경상남도 산청군 신안면 하정리
2615,신안동물병원,061-271-6014,전라남도 신안군 압해읍 신장리
2616,신영동물병원,3217-1081,서울특별시 서대문구 홍은동
2617,신영재동물병원,552-0075,인천광역시 계양구 병방동
2618,신영통동물병원,031-204-9006,경기도 수원시 영통구 망포동
2619,신원동물메디컬센터,02-381-0507,경기도 고양시 덕양구 신원동
2620,신월동물병원,02-2607-7582,서울특별시 양천구 신월동
2621,신유성동물병원,042-822-5081,대전광역시 유성구 장대동
2622,신일산동물병원,9046681,경기도 고양시 일산동구 마두동
2623,신일환동물병원,682-1010,전라남도 여수시 학동
2624,신장가축병원,761-2014,경기도 광주시 역동
2625,신장동물병원,791-5578,경기도 하남시 천현동
2626,신정 동물병원,2697-7576,서울특별시 양천구 신정동
2627,신정동물병원,,전라남도 나주시 죽림동
2628,신제주동물병원,744-2992,제주특별자치도 제주시 노형동
2629,신진가축병원,031-976-5100,경기도 고양시 일산서구 일산동
2630,신진동물병원,463-8801,인천광역시 남동구 만수동
2631,신창동물병원,062-952-0750,광주광역시 광산구 신창동
2632,신창동물병원,992-9414,서울특별시 도봉구 창동
2633,신천동물병원,,서울특별시 송파구 잠실동
2634,신천동물병원,031-315-3727,경기도 시흥시 신천동
2635,신촌동물병원,877-0675(6),경기도 의정부시 가능동
2636,신탄진 동물병원,931-7582,대전광역시 대덕구 신탄진동
2637,신통방통 동물병원,552-3369,인천광역시 계양구 작전동
2638,신퍼피클럽 동물병원,032-821-8275,인천광역시 연수구 연수동
2639,신풍동물종합병원,02-835-7572,서울특별시 영등포구 신길동
2640,신한동물병원,053-352-1998,대구광역시 북구 칠성동2가
2641,신현동물병원,636-8272,경상남도 거제시 고현동
2642,신화,,충청남도 서산시 동문동
2643,신흥동물병원,732-2423,경기도 성남시 수정구 신흥동
2644,신흥동물병원,212-9117,충청북도 청주시 상당구 율량동
2645,신흥동물병원,011-405-9500,충청남도 홍성군 광천읍 신진리
2646,신흥동물병원,033-434-2206,강원도 홍천군 홍천읍 신장대리
2647,신흥동물병원(산업동물병원),212-9117,충청북도 청주시 청원구 내수읍 구성리
2648,심동물병원,,전라남도 곡성군 옥과면 리문리
2649,심동물병원,070-8826-5882,충청남도 부여군 규암면 규암리
2650,심바동물병원,02-523-0275,서울특별시 서초구 방배동
2651,심재웅동물병원,02-2244-7755,서울특별시 동대문구 휘경동
2652,심재훈동물병원,662-4805,경기도 평택시 지산동
2653,십자가축병원,931-3135,경상남도 합천군 초계면 초계리
2654,쌤아저씨,042-531-4405,대전광역시 서구 내동
2655,썬애니멀크리닉,,경기도 용인시 기흥구 구갈동
2656,쓰담동물병원,0323297599,경기도 부천시 중동
2657,쓰담쓰담 동물병원,927-7585,서울특별시 성북구 종암동
2658,씨밀레동물병원,470-7905,서울특별시 송파구 풍납동
2659,씨엔에프 팜테크,,제주특별자치도 제주시 연동
2660,씨엘동물병원,031-425-7512,경기도 안양시 동안구 관양동
2661,아나파동물병원,032-876-7585,인천광역시 미추홀구 주안동
2662,아나푸게동물메디컬센터,524-3663,광주광역시 북구 용봉동
2663,아델 동물병원,522-0222,서울특별시 서초구 서초동
2664,아델동물병원,,경기도 김포시 운양동
2665,아띠동물병원,0319856125,경기도 김포시 장기동
2666,아띠동물의료센터,02-6242-8275,서울특별시 동대문구 전농동
2667,아라동물병원,727-8442,제주특별자치도 제주시 아라일동
2668,아라양돈동물병원,,경기도 이천시 설성면 제요리
2669,아라종합동물병원,886-0079,인천광역시 미추홀구 주안동
2670,아란종합동물병원,905-7588,서울특별시 노원구 월계동
2671,아람동물병원,02-835-7975,서울특별시 영등포구 신길동
2672,아랑동물병원,055-552-3071,경상남도 창원시 진해구 용원동
2673,아름다운 동물병원,032-834-7583,인천광역시 연수구 송도동
2674,아름다운동물병원,325-7588,경기도 부천시 상동
2675,아름동물병원,731-3935,충청북도 옥천군 옥천읍 삼양리
2676,아름동물병원,706-7595,경기도 성남시 분당구 이매동
2677,아름드리동물병원,031-213-7514,경기도 수원시 영통구 하동
2678,아리 동물병원,,강원도 화천군 화천읍 아리
2679,아리랑동물메디컬센터,223-5311,전라북도 전주시 완산구 중화산동2가
2680,아리랑동물병원,,전라남도 화순군 화순읍 삼천리
2681,아리스타동물의료센터,041-909-4141,충청남도 천안시 서북구 불당동
2682,아림동물병원,,경상남도 거창군 거창읍 김천리
2683,아마존,031-972-7582,경기도 고양시 덕양구 행신동
2684,아마존 동물병원,"555-7502,",인천광역시 계양구 임학동
2685,아마존동물병원,613-3872,경기도 화성시 봉담읍 와우리
2686,아마존동물병원,031-564-0075,경기도 구리시 교문동
2687,아빠손동물병원,282-7553,
2688,아산동물의료센터,727-7522,부산광역시 기장군 정관읍 매학리
2689,아산동물의료센터,,충청남도 아산시 용화동
2690,아산아이윌24시동물메디컬센터,041-532-3332,충청남도 아산시 풍기동
2691,아산축산업협동조합(동물병원),041-544-7744,충청남도 아산시 염치읍 방현리
2692,아시아동물병원,,경기도 화성시 양감면 신왕리
2693,아이동물병원,031-631-0045,경기도 이천시 진리동
2694,아이들 동물병원,063-273-5575,전라북도 전주시 덕진구 만성동
2695,아이디펫 동물병원,051-863-8638,부산광역시 연제구 연산동
2696,아이러브 동물병원,031-241-7551,경기도 수원시 장안구 송죽동
2697,아이러브펫 동물병원 작전점,"552-7588,010-5571-3372",인천광역시 계양구 작전동
2698,아이러브펫동물병원,032-875-7566,인천광역시 미추홀구 용현동
2699,아이러브펫동물병원,02-597-8985,서울특별시 관악구 남현동
2700,아이러브펫동물병원,324-8575,경기도 부천시 상동
2701,아이러브펫동물병원(신도림점),3439-7533,서울특별시 구로구 신도림동
2702,아이러브펫동물병원둔산점,,대전광역시 서구 둔산동
2703,아이본 동물병원,02-455-5975,서울특별시 광진구 자양동
2704,아이봄 동물병원,02-433-7515,서울특별시 중랑구 신내동
2705,아이사랑동물병원,02-946-0011,서울특별시 강북구 미아동
2706,아이센텀 동물메디컬센터,746-0075,부산광역시 해운대구 우동
2707,아이앤지동물병원,051-702-5575,부산광역시 해운대구 좌동
2708,아이엠 동물병원,02-338-2475,서울특별시 마포구 서교동
2709,아이원 동물병원,02-2217-8930,서울특별시 동대문구 답십리동
2710,아이웰 동물의료센터,02-2088-1375,서울특별시 마포구 염리동
2711,아이윌24시동물병원,0269257021,서울특별시 강남구 청담동
2712,아이유동물메디컬센터,604-0975,경기도 성남시 수정구 창곡동
2713,아이즈동물병원,646-8841,강원도 강릉시 옥천동
2714,아이처럼 동물병원,,경상남도 창원시 성산구 중앙동
2715,아이케어 동물병원,,부산광역시 해운대구 우동
2716,아이케어 동물병원,0325647600,인천광역시 서구 청라동
2717,아이튼튼 동물병원,02-899-7580,경기도 광명시 일직동
2718,아이파크 24시 동물병원,055-222-2475,경상남도 창원시 마산합포구 신포동1가
2719,아이파크 동물병원,055-222-2475,경상남도 창원시 마산합포구 해운동
2720,아이펫동물병원,781-7501,경기도 성남시 분당구 야탑동
2721,아이펫동물병원,573-1175,대구광역시 서구 평리동
2722,아이피드동물병원,,대전광역시 서구 월평동
2723,아이힐 동물병원,02-561-3375,서울특별시 강남구 역삼동
2724,아인동물병원,,충청북도 청주시 흥덕구 복대동
2725,아인동물의료센터,,충청북도 청주시 흥덕구 복대동
2726,아인스 동물병원,03180558565,경기도 화성시 목동
2727,아인스동물병원,02-2213-0075,서울특별시 동대문구 장안동
2728,아임동물병원,031-663-4987,경기도 평택시 고덕면 여염리
2729,아주동물병원,,경상남도 거제시 아주동
2730,아지동물병원,02-6085-7750,서울특별시 성동구 금호동4가
2731,아차산동물병원,452-7580,서울특별시 광진구 구의동
2732,아쿠아 종합동물병원,055)333-2967,경상남도 김해시 삼문동
2733,아크리스동물의료센터,02-583-7582,서울특별시 강남구 삼성동
2734,아프리카 동물병원,705-7776,경기도 성남시 분당구 서현동
2735,아프리카 동물병원,053-291-3336,대구광역시 북구 침산동
2736,아프리카 동물병원,247-8874,전라북도 전주시 덕진구 인후동1가
2737,아프리카동물병원,773-1119,서울특별시 용산구 후암동
2738,아프리카동물병원,02-426-7722,서울특별시 강동구 강일동
2739,아프리카동물병원,02-833-8275,서울특별시 영등포구 대림동
2740,아프리카동물병원,032-508-7582,인천광역시 부평구 부개동
2741,아프리카동물병원,032-833-7575,인천광역시 연수구 옥련동
2742,아프리카동물병원,"031-656-5975, 010-3283-4034",경기도 안성시 공도읍 진사리
2743,아프지말게 동물병원,02-307-3355,서울특별시 마포구 상암동
2744,안 수의과병원,,충청남도 아산시 모종동
2745,안강가축병원,761-2227,경상북도 경주시 강동면 인동리
2746,안녕동물병원,031-8007-3103,경기도 수원시 영통구 원천동
2747,안단테 동물병원,02-476-7582,서울특별시 강동구 천호동
2748,안동동물의료센터,054-854-0075,경상북도 안동시 옥동
2749,안동봉화축협동물병원,858-8530,경상북도 안동시 광석동
2750,안동제1 동물병원,852-7582,경상북도 안동시 옥동
2751,안락동물병원,051-556-8747,부산광역시 동래구 안락동
2752,안민 동물병원,031-859-0087,경기도 양주시 은현면 선암리
2753,안산동물병원,494-5164,경기도 안산시 단원구 원곡동
2754,안상수동물병원,887-1537,인천광역시 미추홀구 용현동
2755,안성동물병원,323-0021,전라북도 무주군 안성면 장기리
2756,안성동물의료센터,,경기도 안성시 옥산동
2757,안성축협동물병원,031-8046-8000,경기도 안성시 계동
2758,안심 동물의료센터,031-569-8875,경기도 구리시 수택동
2759,안암동물병원,02-925-3686,서울특별시 동대문구 용두동
2760,안양동물병원,031-466-0075,경기도 안양시 만안구 안양동
2761,안양본동물의료센터,031-396-8275,경기도 안양시 동안구 관양동
2762,안양비산동물병원,031-446-6575,경기도 안양시 만안구 안양동
2763,안양축협동물병원,031-443-3841,경기도 안양시 만안구 안양동
2764,안양펫동물병원,031-385-7676,경기도 안양시 동안구 호계동
2765,안정성평가연구소 전북흡입안전성연구본부 부속 동물병원,570-8313,전라북도 정읍시 신정동
2766,안정택동물병원,02-2060-7512,서울특별시 구로구 오류동
2767,안정현동물병원,054-631-8275,경상북도 영주시 휴천동
2768,안중동물병원,031-683-8764,경기도 평택시 청북읍 옥길리
2769,안창선동물병원,665-0046,경기도 평택시 지산동
2770,안호영동물병원,532-7272,대전광역시 서구 갈마동
2771,알로하 동물병원,031-8017-6125,경기도 성남시 분당구 삼평동
2772,알로하 동물병원,051-757-7845,
2773,알로하동물병원,,경기도 화성시 비봉면 유포리
2774,알파동물병원,743-2135,경상북도 경주시 노서동
2775,알프스동물병원,,
2776,알프스동물병원,031-761-1600,경기도 광주시 중대동
2777,알프스동물병원,473-0815,대구광역시 남구 봉덕동
2778,암사동물병원,3426-5079,서울특별시 강동구 암사동
2779,압구정동물병원,02-547-7588,서울특별시 강남구 신사동
2780,압구정메이트동물병원,02-540-6303,서울특별시 강남구 신사동
2781,압구정웰동물병원,3443-0275,서울특별시 강남구 신사동
2782,앙리동물병원,02-766-7577,서울특별시 성북구 성북동
2783,앞선동물병원,,경기도 고양시 덕양구 신원동
2784,애견종합동물병원,647-8575,강원도 강릉시 옥천동
2785,애견종합병원,335-8275,경기도 용인시 처인구 김량장동
2786,애경동물병원,808-0251,부산광역시 부산진구 연지동
2787,애나동물병원,032-529-9633,인천광역시 부평구 산곡동
2788,애니동물병원,416-7584,경기도 안산시 상록구 사동
2789,애니온동물병원,031-499-7991,경기도 시흥시 정왕동
2790,애니웰 동물병원,,경기도 고양시 일산동구 백석동
2791,애니존동물병원,031-267-0975,경기도 수원시 팔달구 인계동
2792,애니컴 메디컬센터,02-2232-9702,서울특별시 중구 신당동
2793,애니케어 동물병원 수유점,996-1007,서울특별시 강북구 수유동
2794,애니케어동물병원,031-567-7589,경기도 구리시 토평동
2795,애니케어동물병원,02-967-0877,서울특별시 동대문구 이문동
2796,애니펫동물병원,031-266-8898,경기도 용인시 수지구 상현동
2797,애니피아동물병원,061-644-2729,전라남도 여수시 국동
2798,애니힐동물병원,466-7975,인천광역시 남동구 구월동
2799,애드펫동물병원,2068-2277,서울특별시 영등포구 양평동2가
2800,애플동물병원,455-0077,서울특별시 광진구 능동
2801,애플동물병원,053-633-1175,대구광역시 달서구 진천동
2802,애플동물병원,043-911-8275,충청북도 충주시 칠금동
2803,애플펫 동물병원,031-726-4800,경기도 광주시 오포읍 신현리
2804,앤(N)고양이병원,070-4351-3854,서울특별시 노원구 상계동
2805,앨리스in동물병원,0536387585,대구광역시 달서구 월성동
2806,앨리스동물병원,053-963-0775,대구광역시 동구 신서동
2807,앨리스동물병원,02-899-7512,경기도 광명시 소하동
2808,야당동물병원,031-948-7579,경기도 파주시 야당동
2809,야옹동물병원,354-0087,서울특별시 은평구 응암동
2810,야탑서울동물병원,0505-315-1234,경기도 성남시 분당구 야탑동
2811,약초동물병원,055-973-7584,경상남도 산청군 신안면 하정리
2812,양구동물병원,033-481-2618,
2813,양덕동물병원,255-0099,경상북도 포항시 북구 양덕동
2814,양동진동물병원(출장전문),011-242-5110,경기도 양평군 용문면 다문리
2815,양북동물병원,,경상북도 경주시 양북면 어일리
2816,양산 동물 메디컬센터,055-365-7582,경상남도 양산시 중부동
2817,양산에스동물메디컬센터,055-382-2475,경상남도 양산시 물금읍 증산리
2818,양수의과병원,,경상북도 영천시 야사동
2819,양원주동물병원,,전라남도 해남군 해남읍 구교리
2820,양주 온 동물병원,031-868-0075,경기도 양주시 옥정동
2821,양주24시해든동물의료센터,031-848-9111,경기도 양주시 광사동
2822,양주동물병원,031-855-3113,경기도 양주시 광적면 석우리
2823,양주축협동물병원,031-863-2223,경기도 양주시 고읍동
2824,양지가축동물병원,02-478-2208,서울특별시 강동구 길동
2825,양지동물병원,051-867-5595,부산광역시 연제구 연산동
2826,양지동물병원,02-874-3535,서울특별시 관악구 봉천동
2827,양지종합동물병원,031-338-7588,경기도 용인시 처인구 양지면 양지리
2828,양천종합동물병원,2607-0022,서울특별시 양천구 신월동
2829,양평가축병원,031-772-3332,경기도 양평군 양평읍 양근리
2830,양하무역산업동물병원,1566-4343,경기도 안성시 죽산면 용설리
2831,어강동물병원,031-595-7582,경기도 남양주시 일패동
2832,어니스트 동물병원,698-4789,경기도 성남시 분당구 운중동
2833,어바웃동물병원,041-415-2023,충청남도 천안시 서북구 불당동
2834,어울동물의료센터,,서울특별시 은평구 녹번동
2835,어울림 동물병원,054-975-7579,경상북도 칠곡군 석적읍 중리
2836,어울림동물병원,031-548-2911,경기도 용인시 수지구 신봉동
2837,어울림동물병원,02-305-4242,서울특별시 서대문구 남가좌동
2838,어울림동물병원,062-362-2882,광주광역시 서구 풍암동
2839,어정동물병원,031-284-9200,경기도 용인시 기흥구 중동
2840,어진종합동물병원,638-8275,대구광역시 달서구 상인동
2841,언양동물병원,,울산광역시 울주군 두동면 봉계리
2842,언제나동물병원,041-543-7009,충청남도 아산시 배방읍 장재리
2843,얼바인동물병원,02-459-7515,서울특별시 강남구 자곡동
2844,엄궁종합동물병원,051-316-7597,부산광역시 사상구 엄궁동
2845,엄마손동물병원,585-0076,대전광역시 서구 도마동
2846,엉클장동물병원,713-0053,서울특별시 용산구 원효로1가
2847,에니펫동물병원,523-0275,충청남도 천안시 동남구 신부동
2848,에덴동물병원,,전라남도 함평군 함평읍 기각리
2849,에덴동물병원,031-943-3710,경기도 파주시 동패동
2850,에덴동물병원,031-224-2470,경기도 수원시 팔달구 매교동
2851,에덴동물병원,061-542-2785,전라남도 진도군 진도읍 남동리
2852,에듀동물병원,0647947579,제주특별자치도 서귀포시 대정읍 보성리
2853,에버그린 펫 클리닉,063-834-7553,
2854,에버랜드 동물병원,031-320-8708,경기도 용인시 처인구 포곡읍 전대리
2855,에버펫 동물병원,409-7533,서울특별시 송파구 가락동
2856,에버펫동물병원,031-714-1175,경기도 성남시 분당구 금곡동
2857,에스 클래스 동물병원,031-217-7801,경기도 수원시 영통구 원천동
2858,에스동물암센터,,경상남도 양산시 동면 석산리
2859,에이드 동물병원,02-545-4975,서울특별시 강남구 신사동
2860,에이벳(AVET) 동물메디컬센터,0316137515,경기도 화성시 반송동
2861,에이블 동물병원,2058-1882,서울특별시 서초구 양재동
2862,에이비씨(ABC)동물병원,02-3471-0075,서울특별시 서초구 서초동
2863,에이스 동물병원,031-266-2900,경기도 용인시 수지구 동천동
2864,에이스동물메디컬센터,031-875-8090,경기도 의정부시 의정부동
2865,에이스동물병원,238-0055,충청북도 청주시 서원구 개신동
2866,에이스동물병원,238-0055,충청북도 청주시 흥덕구 개신동
2867,에이스종합동물병원,582-8701,부산광역시 금정구 구서동
2868,에이원동물병원,02-521-8181,서울특별시 서초구 서초동
2869,에이치동물메디컬센터,051-583-7575,부산광역시 금정구 부곡동
2870,에이플러스 동물병원,02-3144-7582,서울특별시 서대문구 연희동
2871,에코동물병원,2517975,전라북도 전주시 덕진구 송천동2가
2872,에코동물병원,443-2222,서울특별시 송파구 가락동
2873,에코바이오,733-1330,경기도 성남시 중원구 금광동
2874,에쿠스종합동물병원,,경기도 평택시 월곡동
2875,에피소드 동물병원,,
2876,엑슬루 동물병원,0429347582,대전광역시 대덕구 석봉동
2877,엔젤동물병원,,충청남도 천안시 서북구 쌍용동
2878,엔젤동물병원,251-1255,광주광역시 북구 두암동
2879,엔젤동물병원,031-713-5004,경기도 성남시 분당구 금곡동
2880,엔젤동물병원,977-0275,서울특별시 노원구 공릉동
2881,엔젤동물병원,435-0166,서울특별시 중랑구 면목동
2882,엔케어동물의료센터,031-657-2475,경기도 평택시 죽백동
2883,엘S동물병원,02-595-7582,서울특별시 동작구 동작동
2884,엘동물병원,,경기도 의왕시 오전동
2885,엘동물병원,02-3295-3927,서울특별시 동대문구 용두동
2886,엘동물의료센터,051-862-8275,부산광역시 연제구 연산동
2887,엘림동물병원,,경기도 부천시 도당동
2888,엘림동물병원,,광주광역시 광산구 선암동
2889,엘앰시 동물병원,776-2524,경기도 성남시 중원구 상대원동
2890,엘케이동물의료센터,043-288-7599,충청북도 청주시 상당구 용암동
2891,여서동물병원,011-649-7107,전라남도 여수시 여서동
2892,여수 죽림 동물병원,,전라남도 여수시 소라면 죽림리
2893,여수동물병원,641-4542,전라남도 여수시 서교동
2894,여의도 동물병원,02-783-7580,서울특별시 영등포구 여의도동
2895,여주동물병원,,경기도 여주시 강천면 간매리
2896,여천종합동물병원,644-5250,전라남도 여수시 돌산읍 군내리
2897,여한경,,충청남도 서산시 동문동
2898,역삼동물병원,02-556-5252,서울특별시 강남구 역삼동
